date_time,tweet,splchar1,splchar2,is_sarcastic
24-03-2021 02:15,"b""@bradsauther @TheBabylonBee @ConceptualJames I KNEW IT!!  And now that I read it on twitter, it's considered fact.\xe2\x80\xa6 https://t.co/UNNN2uS5pp""",b'GfpBane',b'',1
24-03-2021 02:14,"b'@RobertMaguire_ @AliAdair22 It\xe2\x80\x99s very clear.  US citizens have a right to bear arms, so we can have hand grenades,\xe2\x80\xa6 https://t.co/ROE7DSiwMW'",b'FeelenBlue',b'NorCal #CA04',1
24-03-2021 02:09,"b""#OOC So the Eagles officially have the most ELITE back up QB in the NFL.\n\nWE'RE GOING 19-0!!!!!!\n\n#sarcasm""",b'JazmynRainPW',"b'Charlotte, North Carolina'",1
24-03-2021 02:04,b'Two of my favorites!! @batemanjason and #sarcasm \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/5lhbPECYhO',b'cherrie_hanson',"b'Texas, USA'",1
24-03-2021 02:03,"b'@spikeonf @LorenGMac @NoLieWithBTC So why can\'t we have those?? Those are ""arms,"" correct? \xf0\x9f\x98\x8f #sarcasm'",b'loveabundantly',b'United States',1
24-03-2021 01:57,"b""@cerkens @KatieWhite426 @kenoc7 What do we know? We're only educators with a level of expertise in assessment &amp; gra\xe2\x80\xa6 https://t.co/wTjym1BsI1""",b'TomSchimmer',"b'Surrey, British Columbia'",1
24-03-2021 01:52,b'@showbiz411 @DEADLINE @KaiaGerber She\xe2\x80\x99s earned it. #Sarcasm',b'BillMccuddy',b'NYC',1
24-03-2021 01:27,b'Everybody knows one. You might even be one!\n\n$17.99 for most Goddess sizes.\n\n#goddess #Margarita #Sarcasm\xe2\x80\xa6 https://t.co/xdZSVLElsF',b'MagShirts',b'USA',1
24-03-2021 01:27,b'@Politics_PR Alcohol and guns. What could go wrong? #sarcasm',b'fvgsocial',"b'ALBANY, NY'",1
24-03-2021 01:25,"b""No one in conservative, deeply religious (for show) states ever look at naked people they aren't married to.\xe2\x80\xa6 https://t.co/TW961YBz0o""",b'WoodlawnWonder',b'Woodlawn---Chicago',1
24-03-2021 01:24,b'@krystalball #sarcasm or Onion headline????',b'nickeaster19',b'',1
24-03-2021 00:49,b'I heard somebody say because there are psychos  running around shooting people that our PREZ wants all the law abid\xe2\x80\xa6 https://t.co/GQTHvzy9W3',b'mikekelley39',b'',1
24-03-2021 00:48,b'My phone just asked me if I want to set a bedtime alarm. OK mom \n#sarcasm #technology #Samsung',b'kevins37',b'17929',1
24-03-2021 00:40,"b'@mannyanekal Common, apparently!#Sarcasm https://t.co/pWi3XKuYJg'",b'SunnyOnSports',b'',1
24-03-2021 00:37,"b'@Mar_E_ Free vaccines for every one, a gun in each pocket, and a mask to wipe my ass - The Indiana way #sarcasm'",b'darkhunterx90',"b'Indianapolis, IN'",1
24-03-2021 00:29,"b'Well, that sounds like a good idea.  #sarcasm https://t.co/QrizAeCPWb'",b'jdspn_radio',"b'Dickinson, ND'",1
24-03-2021 00:28,"b'@Milliganreports Hmmmm, who do I believe?\n\nI mean Eric Abetz is such a very reasonable normal person with actual ra\xe2\x80\xa6 https://t.co/hsLKeqv6hw'",b'Pewnack',b'Australia',1
24-03-2021 00:23,"b'If you are describing people by skin color or ethnicity and excluding their eye and hair color and nose size, you\xe2\x80\x99r\xe2\x80\xa6 https://t.co/YiFfTrYEZ4'",b'HowHipAreYou',b'',1
24-03-2021 00:23,"b'When you think about it the real necessities in life are gun club memberships, cowboy boots, and mardi gras beads.\xe2\x80\xa6 https://t.co/qK1q4DoZor'",b'JordanSoc250',b'',1
24-03-2021 00:17,b'Be on the look out for pressed Face-off mask restock! Yes you missed out do better #isyoupressed we see why!\xe2\x80\xa6 https://t.co/Fe57wI6kBk',b'isyoupressedd',b'',1
24-03-2021 00:13,"b'Oh look I\xe2\x80\x99ve just phoned out of house mental health service and it put the phone down on me, okay Thankyou for that\xe2\x80\xa6 https://t.co/eKhgXD3C87'",b'CaitlinKelsall',b'United Kingdom',1
24-03-2021 00:13,b'@nypost That boy was from Alabamistan! We must stop these White Supremacy! #Sarcasm',b'realJohn_Stiles',b'',1
24-03-2021 00:11,"b""There's a Strange....\n\n#vidafact #viral #feelings #priceless #thoughts #evil #writing #style #sarcasm #intelligence\xe2\x80\xa6 https://t.co/FniKLanQfg""",b'Bibiola1',b'Minna',1
24-03-2021 00:06,b'Good to know as COVID deescalates I can start to put that fear of being infected aside and replace it with the fear\xe2\x80\xa6 https://t.co/aOxtIhu6of',b'brinkofmaddness',b'United States',1
24-03-2021 00:04,b'@BretLaGasse67 @HaitianDOLPHAN1 10 WRs &amp; tua on 1st down that will throw off the other team lol #sarcasm',b'thegrayarea',b'spaceship earth',1
23-03-2021 23:46,b'Lets celebrate ATHEIST DAY...Ah so peaceful non belief...#SARCASM https://t.co/OjEvJTwSFP',b'RazaKAZ37759238',b'',1
23-03-2021 23:27,b'#Sarcasm #EmotionLogic\n- popular and easy\n- appropriate at times\n- often harmful or at least unproductive\xe2\x80\xa6 https://t.co/ei8mb7kbUn',b'allentien',"b'Baltimore, \xe5\x9c\xb0\xe7\x90\x83, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)'",1
23-03-2021 23:25,b'@Jaybee05813385 @BobLonsberry Such a racist statement. How racist must a racist be to racist so dang much. #sarcasm',b'f2020onto2021',b'United States',1
23-03-2021 23:20,"b'Sounds like the shooter in Colorado was ""having a bad day"". You gonna take him away in a bulletproof vest now and s\xe2\x80\xa6 https://t.co/1rnouVws99'",b'SolokovV',b'Pallet Town',1
23-03-2021 23:19,"b""@BobLonsberry He didn't like trump. Justified.  #sarcasm""",b'somethingwittie',b'',1
23-03-2021 23:09,"b'just saw a philosopical quote\nlemme share \n\xe2\x80\x9esmile, like you\xe2\x80\x98ve never been hurt.\ndance, like nobody\xe2\x80\x98s watching.\nCros\xe2\x80\xa6 https://t.co/BnN2aMktRZ'",b'NilayTurkyilmaz',b'Mars',1
23-03-2021 23:05,b'@jkenney I\xe2\x80\x99m thrilled as I know your apps are amazing! #sarcasm',b'iggy515',b'',1
23-03-2021 23:01,"b'@TheophanesRex @azizs01 @TahirGora @ImtiazMadmood Actually, the original draft had the word inscribed in Bold, Gold\xe2\x80\xa6 https://t.co/HG3iwTov7h'",b'arvindlotus',"b'Toronto, Ontario'",1
23-03-2021 22:58,b'@Reuters some women are reproached for getting a job thanks to a man.\nhere a man with no experience got a position\xe2\x80\xa6 https://t.co/u0fL9YgCEM',b'ElenaNeroba',b'In the middle of nowhere',1
23-03-2021 22:46,"b'Today I learned that obesity has nothing to do with mental health, genetics, education, stress, anxiety or environm\xe2\x80\xa6 https://t.co/XgEFrGErdZ'",b'Barnacules',"b'Seattle, WA'",1
23-03-2021 22:46,"b""and I'm really good at this! \xf0\x9f\x92\xaf\xf0\x9f\x9b\x8d\xf0\x9f\x98\x81\n.\nCheck out our cool and sarcastic shirt designs, link below or in bio:\xe2\x80\xa6 https://t.co/i1Gj0nuD0z""",b'twofatchimps',b'',1
23-03-2021 22:35,"b""@TimJDillon That's because as a gay man you don't understand there perspective...try harder.#Sarcasm #Toungeincheek.""",b'jeffbaker75',b'',1
23-03-2021 22:34,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'MyWitsEndTweet',b'',1
23-03-2021 22:17,"b'OK folks I\xe2\x80\x99m calling it @VP Will be president by July 14, 2021, she will appoint @HillaryClinton on July 15, 2021 a\xe2\x80\xa6 https://t.co/oMb6wziOLK'",b'fattony310',b'california and london',1
23-03-2021 22:10,"b""Holy shit guys. My first transaction, and I'm fucking rolling in satoshi #sarcasm #cryptoinvestor #cryptonewbie https://t.co/dvxuAitGdt""",b'hichaweon',b'New York City',1
23-03-2021 22:07,b'Not my case \xf0\x9f\x99\x84 #Sarcasm https://t.co/IgnH1IQYVs',b'andresbbox',b'Bogot\xc3\xa1',1
23-03-2021 21:57,b'@FoxNews Why should this woman be any smarter than her aunt? #sarcasm',b'RecordsBob',"b'Texas, USA'",1
23-03-2021 21:56,b'BREAKUPS AND #SARCASM https://t.co/LGrjnIfWzQ #breakup #love https://t.co/kYfqoHEPcv',b'alegnamedia',b'NC',1
23-03-2021 21:47,b'Glad we are giving priority to qualifications. #sarcasm https://t.co/wqlZmSJmHq',b'TJOpp63',b'#NeverBiden',1
23-03-2021 21:41,b'@cnnbrk Just in time to allow all of these illegal immigrants to sign up! Yay for the American taxpayer! Let\xe2\x80\x99s just\xe2\x80\xa6 https://t.co/xjtrjtAMct',b'Horton62719611',"b'Texas, USA'",1
23-03-2021 21:24,"b'@MattSunRoyal Following the \xe2\x80\x98impact\xe2\x80\x99 he has produced on his own family, his bosses aka the uk people, international\xe2\x80\xa6 https://t.co/SLFJTOoyMt'",b'profteachingin1',b'',1
23-03-2021 21:11,b'Free donuts now cigarettes!!! Liberals are the best!!! #Sarcasm #LiberalismIsAMentalDisorder https://t.co/vQrbKF6Dui',b'arteagabro77',"b'Ponchatoula, LA'",1
23-03-2021 21:08,b'@nypost He knows all about racists and racism.........#Sarcasm',b'radar6418',b'',1
23-03-2021 21:03,b'@_SJPeace_ For those who really didn\xe2\x80\x99t get the point (based on at least one lame post...) it was EXTREME #SARCASM\xf0\x9f\xa4\xa8\xf0\x9f\x98\xb3\xe2\x80\xa6 https://t.co/oR0RC0KyXQ',b'BombshellNana',"b'Portland, OR'",1
23-03-2021 21:01,"b""@laurenboebert Because......It's always the guns fault, right?  #Sarcasm""",b'radar6418',b'',1
23-03-2021 20:55,b'@mainlyjikoo This isn\xe2\x80\x99t problematic at all. \xf0\x9f\x99\x84 #sarcasm',b'HeatherBenson75',b'Nevada',1
23-03-2021 20:55,b'@sjhross Yea that\xe2\x80\x99s definitely legit re Houli. Nothing to do with his race or religion in those comments. The guys\xe2\x80\xa6 https://t.co/tTh25ECQei',b'ihateupants',b'',1
23-03-2021 20:54,b'@brackensmum1 @CNNPolitics You are absolutely right @brackensmum1! The constitution was written over 200 years ago\xe2\x80\xa6 https://t.co/wTVnPFCh4K',b'Horton62719611',"b'Texas, USA'",1
23-03-2021 20:48,"b'@charliekirk11 @RealTina40 Since *all* mass shootings are done by straight white males, let\xe2\x80\x99s just ban them!\xe2\x80\xa6 https://t.co/tWrxIL1LQF'",b'Horton62719611',"b'Texas, USA'",1
23-03-2021 20:40,"b'Obviously, there\xe2\x80\x99s no solution to this issue or we\xe2\x80\x99d do something about it. #Sarcasm #GunReformNow #GetItDone https://t.co/ZPYYT9w79w'",b'HeidiSocial',"b'Lamy, NM'",1
23-03-2021 20:37,"b'@lawcrimenews Awwwww... poor thing. #sarcasm Actions, especially yours &amp; the others, have consequences.'",b'doggiemomx3',"b'Wichita, KS'",1
23-03-2021 20:28,b'@ShannyGasm Lies! The Bible says the Earth is in only 5000 years old\n\n#Sarcasm',b'kidney_mike99',b'Denver',1
23-03-2021 20:28,"b'Human interactions? No, numbers of course! \nWho needs human interations?! #Sarcasm https://t.co/oZnYjBF7Qg'",b'4sphyxi4',b'Currently on Earth',1
23-03-2021 20:18,"b'My THOUGHT (albeit, brimfull with #sarcasm) seems to nicely dovetail with that of @levinepmc - both in the coincide\xe2\x80\xa6 https://t.co/Cc6LRIYKUq'",b'AndyBrookeLmstn',"b'Kingston, Ontario'",1
23-03-2021 20:14,b'@atrupar Why would you get rid of the sober drivers? #sarcasm',b'TxBlubird_rebel',b'Right here',1
23-03-2021 20:10,"b'@alph43oss @TraderIrene Yes, just like we do with every other commodity #sarcasm'",b'glendenningj',b'',1
23-03-2021 20:08,b'So the Boulder shooter has already been charged with 1st degree murder. That was really fucking fast. I wonder why\xe2\x80\xa6 https://t.co/zQNv1xXjzB',b'Xanthicirs',b'',1
23-03-2021 20:06,"b'@pragidealist29 @bob_morocco I think it all boils down to not having guys like Christopher Sullivan anymore, provid\xe2\x80\xa6 https://t.co/BCRIwZ67gq'",b'101singer',"b'Lower Manhattan, the (212).'",1
23-03-2021 20:04,"b'When the DATA is against you, argue the FACTS; when the FACTS are against you, set about creating new DATA. \n\nFor n\xe2\x80\xa6 https://t.co/aYN0oBLOsL'",b'AndyBrookeLmstn',"b'Kingston, Ontario'",1
23-03-2021 20:02,"b'When people block me mid debate it goes to show they don\xe2\x80\x99t understand what they\xe2\x80\x99re talking about, realized they\xe2\x80\x99re\xe2\x80\xa6 https://t.co/zUiGGQQbca'",b'bourbonstreetg1',b'',1
23-03-2021 19:59,"b""So Gabbar in Sholay is our history &amp; I don't want to call him an antagonist despite the fact that he was. And despi\xe2\x80\xa6 https://t.co/xbTKbGzYyS""",b'leelaraagam',"b'East Coast, USA'",1
23-03-2021 19:57,"b'Even when it shows I told the turth, they still try and switch it around for my sake #sarcasm'",b'diana_ddamm2010',"b'California, USA'",1
23-03-2021 19:57,"b'The BBC are clearly awful for not festooning all publications, including reports, with Union Jacks. \n\nHow dare they\xe2\x80\xa6 https://t.co/WQV8DVtTxV'",b'tzijlstra',b'Sheffield',1
23-03-2021 19:57,b'@Brucie1011 @JBrandow2 @MattMaaan @JackPosobiec I\xe2\x80\x99m sure the shooter was watching this case and was thankful that t\xe2\x80\xa6 https://t.co/D6N8IxbqUs',b'Horton62719611',"b'Texas, USA'",1
23-03-2021 19:52,b'@SenatorLankford A trip to Arizona to look at something in person (during a global pandemic) seems like a great use of tax dollars. #sarcasm',b'ladycatie',b'Oklahoma',1
23-03-2021 19:51,"b""@rob_czarny I guess you share them because you're a heavy user of Apple products :D #sarcasm""",b'drupol',b'Belgium',1
23-03-2021 19:50,b'#ohdaddy #naughtiness #sarcasm #funny #humour design on 90+ products. Worldwide shipping available!\nGet my art prin\xe2\x80\xa6 https://t.co/oMU9CqeI3P',b'arushej',b'World',1
23-03-2021 19:49,b'Sometimes my job sucks! #Sarcasm #OutdoorEd #Genesis #GenXBows #HuntersSafety #BowHuntersSafety https://t.co/B2qxQnh3j0',b'CoachMerc72',b'',1
23-03-2021 19:43,b'@singharj @Jacob_Rees_Mogg @HuffPostUK A @Conservatives MP making stuff up. Never. \n#sarcasm',b'thepaul1977',b'Plymouth',1
23-03-2021 19:39,"b'@JRehling @BarbaraKJanik U.S. annual gun homicides in Democrat run cities: 14,400\n\n#sarcasm'",b'vickitvohio',"b'Akron, OH'",1
23-03-2021 19:36,"b'@TomthunkitsMind I say, thanks to the Republicans who think you would be better off without it. #Sarcasm'",b'BastardoThe',b'Mainstreet USA',1
23-03-2021 19:32,"b""@CinemaChatPod didn't see that coming #sarcasm https://t.co/RXhm9Lx0UQ""",b'Tempiwmf',"b'Massachusetts, USA'",1
23-03-2021 19:21,"b""I (briefly) reached 200 followers! \nI'm a media superstar, an influencer I tell ya!\n#Sarcasm https://t.co/ClviM9gKro""",b'BillyHopkinson',b'\xf0\x9d\x90\x8c\xf0\x9d\x90\xa2\xf0\x9d\x90\xac\xf0\x9d\x90\xa4\xf0\x9d\x90\x9a\xf0\x9d\x90\xad\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xa2\xf0\x9d\x90\x9c \xf0\x9d\x90\x94\xf0\x9d\x90\xa7\xf0\x9d\x90\xa2',1
23-03-2021 19:21,b'Here we go again...He was wild ...bad tempered...everything..But in the end...Very concerned about being a Muslim..\xe2\x80\xa6 https://t.co/Cz66hRJjVs',b'RazaKAZ37759238',b'',1
23-03-2021 19:10,b'Indians are not responsible for plastic bags in the ocean.\nAll Our plastic bags are stuck in a plastic bag and hang\xe2\x80\xa6 https://t.co/GkAv2uhLYC',b'erprashant',b'India',1
23-03-2021 19:05,"b'@auannmoon It was Rose Kennedy\xe2\x80\x99s fav on Cape Cod. Vodka, Cranberry &amp; Club Soda! You know, all of us Catholic fams h\xe2\x80\xa6 https://t.co/ZGrfDaFnC9'",b'kimgillikin',"b'Lake living via Hoover, AL'",1
23-03-2021 18:59,"b'If something bothers me I don\xe2\x80\x99t do it , it\xe2\x80\x99s my right to not to explain anyone &amp; I don\xe2\x80\x99t owe anyone to explain abou\xe2\x80\xa6 https://t.co/IQcyRc5mIm'",b'imaishcash',b'',1
23-03-2021 18:56,b'Hands up everyone who\xe2\x80\x99s surprised Joyless Reid would manipulate a picture to advance her lunatic POV. No one? Shock\xe2\x80\xa6 https://t.co/ApxrdVZI8y',b'dowbboy',b'No longer in Wokeistan',1
23-03-2021 18:52,b'@jmt_18325 I don\xe2\x80\x99t think he means it #Sarcasm?',b'gail_sloane',"b'Halifax, Nova Scotia'",1
23-03-2021 18:50,b'Tw// topics of sa/r*pe\n-\n-\n-\nI thought this was funny. But i think thats just coping... #97% #ninetyseven #funny\xe2\x80\xa6 https://t.co/iAI9wUeY08',b'quin_wade',b'United States',1
23-03-2021 18:50,"b'@ManuIntiraymi @SenTedCruz Siri, where can @SenTedCruz get a #cancun vacation with a dick in his mouth? #Sarcasm MA\xe2\x80\xa6 https://t.co/61YJ08c6B4'",b'BlackRavenWear',b'',1
23-03-2021 18:40,b'@AOC is so good at getting to the core and exposing hypocrisy in a crystal clear way.\n\nA very impressive politician\xe2\x80\xa6 https://t.co/tb3tDG8KmO',b'tree_rescuer',b'Chapel Hill NC',1
23-03-2021 18:32,"b""@PortiaMcGonagal You mean it had nothing to do with 'having a bad day'...wow. Talk about 'selective reasoning'... #sarcasm""",b'vbaron723',b'SE Florida',1
23-03-2021 18:32,"b'@nytimes Nice to see things getting back to almost normal, as the #pandemic slowly fades in #America.  #FYI - that is #sarcasm,  #Congress'",b'BAG66U',b'',1
23-03-2021 18:31,"b""I had a dog. I loved her so much that I still remember her's taste.\n\n#darkmeme #meme #sarcasm""",b'itisrohit0',b'',1
23-03-2021 18:27,b'Happy to see that more people then just #AirlineWorkers have issues with @MarriottBonvoy points at @Marriott hotels\xe2\x80\xa6 https://t.co/NSmMiij7Ie',b'Airline_101',b'Coming to an Airport near you',1
23-03-2021 18:18,b'@IlhanMN \xf0\x9f\x99\x8f\xf0\x9f\xa4\xb2 The Europeans here to escape religious persecution. Ms. Omar\n#sarcasm Be safe Mam Omar havent seen Teddy lately.',b'rickruth9',b'Where The Red Fern Grows',1
23-03-2021 18:14,"b""Well now that's weird?\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f(#Sarcasm ) https://t.co/hne49JTBpr""",b'pyrojim14',"b'Novato, CA'",1
23-03-2021 18:10,"b'J. Walter Madison Public Relations expert and former member of Fatten, Farten, Burstein, and Ooze made this shockin\xe2\x80\xa6 https://t.co/SkUnv5V1zg'",b'MissionEarth10',b'',1
23-03-2021 18:09,"b""Fox News is featuring the Boulder shooting suspect's prominently in headlines.  \nThey didn't do that for the Atlant\xe2\x80\xa6 https://t.co/b0qcjKOGMD""",b'leftcoastbabe',b'',1
23-03-2021 17:59,"b'Sources : After @jankibaat1 opinion poll gave bjp majority &amp; #CNX gave a deadlock in #OpinionPoll ,@PrashantKishor\xe2\x80\xa6 https://t.co/xUJL9dlrX0'",b'5_bakshi',b'',1
23-03-2021 17:47,"b""@DaBlackB2 Uh, why wouldn't you be? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 #sarcasm https://t.co/TRMQ22fXNa""",b'PigsBFlying',"b'CLE born and raised, DAY now'",1
23-03-2021 17:28,"b""@INArteCarloDoss Sorry, just can't feel sorry for the guy who got seduced but a proposal from Cathie d' leaking\xe2\x80\xa6 https://t.co/HSI7eWs9Bh""",b'ScriptumFin',b'Nothing here is advice',1
23-03-2021 17:20,b'@JioCare @reliancejio 104 days and counting is still on. Extra prompt team (#Sarcasm)',b'nileshjalan81',b'',1
23-03-2021 17:19,"b""Stop proving yourself to the right ppl....bcs right ppl don't need that.\n.\nI am that right people\xf0\x9f\x8c\x9d\n#sarcasm""",b'Pankhuri_jain19',b'',1
23-03-2021 17:19,"b'@Dracogen @RobAnderson2018 Another state created by stealing territory from the native peoples, slaughtering &amp; dise\xe2\x80\xa6 https://t.co/OJonXQebHj'",b'Clydesfan',"b'Podunk, Indiana'",1
23-03-2021 17:17,"b""It's so nice to know that Covid is so well under control that mass shootings are in fashion again!!!!\n#sarcasm\xe2\x80\xa6 https://t.co/QtUKfO1WPr""",b'tama747',b'',1
23-03-2021 17:16,b'Happiness is niche skillset!\n#DO178B #Qt #LabVIEW #Skating #sarcasm https://t.co/6eGcpbtCvP',b'msgMani',b'',1
23-03-2021 17:16,b'@TomasiTheMormon @MrSmithInDC @BlessedPioqueer I need to just #sarcasm for every tweet I twat I guess',b'manboobwpurpose',b'',1
23-03-2021 17:10,"b""@CNN Let's put more sanctions on Iran then #sarcasm""",b'MirzaeiFarshad',"b'Milan, Lombardy'",1
23-03-2021 17:06,"b'@Toure Because unlimited guns, religious extremism, and limited government have worked so well in Afghanistan and S\xe2\x80\xa6 https://t.co/VXajM7nYuV'",b'dk_fulton',b'Commonwealth of Virginia',1
23-03-2021 17:04,b'@PFF_Eric So not turning over a roster a great deal like last year and like the Patriots did during their dynasty i\xe2\x80\xa6 https://t.co/QSHa9XN7r3',b'chuck_dc',b'Maryland',1
23-03-2021 17:01,b'With that many near falls no wonder they killed the business #sarcasm https://t.co/29rWQMAFkk',b'BeBetterGamer',"b'Buffalo,NY via Brooklyn'",1
23-03-2021 17:00,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'wit_twitt',b'',1
23-03-2021 16:58,"b'Call a Yoruba man ""ERANKO"" he\'ll seriously get angry\xf0\x9f\x98\xac, but call him ""EKUN"" he\'ll be very happy with you\xf0\x9f\x98\x92. Pls what\'\xe2\x80\xa6 https://t.co/VojpKL2xfe'",b'officialpearh',b'',1
23-03-2021 16:48,b'@snarkgrapefruit @snide_sally We can go Purge 24/7!\n\nAnd just in case #sarcasm',b'InfamusElGuapo',"b'Stolen Mission, Santo Poco'",1
23-03-2021 16:42,"b'I have to take my father for another biopsy tomorrow. \n\nLife is just great, right? #Sarcasm'",b'janas_dreams',"b'Hot Springs, AR'",1
23-03-2021 16:41,b'@JohnShe21070860 @NRA And I think the right to pursue happiness includes being safe. But what do I know. I am just\xe2\x80\xa6 https://t.co/L1nqvRMV6D',b'IamMelly03',"b'Colorado, USA'",1
23-03-2021 16:38,"b""Sarcasm should be declared and announced as an official language. It's a language one needs to learn and most impor\xe2\x80\xa6 https://t.co/5rqh65f7Lz""",b'san_casm',b'',1
23-03-2021 16:34,b'@sliderbear @Th3Unknown2020 @awalkerinLA @RepBoebert Ahhhhhh #sarcasm. My bad.',b'MarcGasolRetire',"b'Norfolk, VA'",1
23-03-2021 16:29,"b'Me? Having anxiety over my separation, my new apartment, and my new job? NEVER! #sarcasm'",b'cattatonically',"b'Winnipeg, Manitoba'",1
23-03-2021 16:10,b'@Fitizen_kaine @meenaharris It\xe2\x80\x99s not racist because it\xe2\x80\x99s against white men. #sarcasm',b'FloorTrader0',b'',1
23-03-2021 16:06,b'@joemama69420124 @marvelxglow Yeah because every little kid should aspire to be a sexy assassin. #sarcasm https://t.co/foACGH7DRR',b'Xanthicirs',b'',1
23-03-2021 16:05,b'@business Reduce Post Office hours?\n\nMakes sense. Visiting the Post Office is currently too easy with their conveni\xe2\x80\xa6 https://t.co/kUWKtrrpCu',b'ZerpHound',b'',1
23-03-2021 16:00,b'Google are you for fooling real. You not heard hospitality are closed because of this pandemic thing that\xe2\x80\x99s going o\xe2\x80\xa6 https://t.co/m50AUWtXvY',b'RookGaskillYork',b'York',1
23-03-2021 15:58,"b""Oh yes. Please remind us of a whole year of this shit show, we'd love to see it and relive it all again, fantastic idea \xf0\x9f\x99\x84 #Sarcasm""",b'GeoffBySea',b'United Kingdom',1
23-03-2021 15:40,"b'Wait, vegetarian food comes from which animal again?\n\n#jokes #Sarcasm'",b'vtg_double07',"b'Belgaum, India'",1
23-03-2021 15:40,"b""@leslsenior I don't care what they said, I'm rolling a tank out on my front lawn and digging a missile silo in my b\xe2\x80\xa6 https://t.co/UMoEvS0izL""",b'estate_nova',"b'Arlington, Virginia'",1
23-03-2021 15:29,"b'@TheMetsAreCursd @TheTweetOfGod Yah, he should have said #thoughtsandprayers as your elected representatives say. M\xe2\x80\xa6 https://t.co/mBglFpM0mP'",b'Alesog',"b'Surrey, British Columbia'",1
23-03-2021 15:25,b'@alharbibtc This tweet is *just for fun #sarcasm. cuz we like wat we do.',b'syktjpaul',"b'Earth, MilkyWay Galaxy. \xf0\x9f\x8c\x8c\xf0\x9f\xa7\xac\xf0\x9f\xa7\xa0'",1
23-03-2021 15:06,b'@PJHughes45 your repacks suck #scammer #sarcasm  \n\n@Rotobreaks also has KILLER repacks! Love their products! Bought\xe2\x80\xa6 https://t.co/dwMuWErxCP',b'LVShark81',b'',1
23-03-2021 14:57,b'Moeen Ali has a well-known weakness against short pitched bowling and plays spin well.  Which is why Kohli has brou\xe2\x80\xa6 https://t.co/ihbYsGWDsD',b'cinemawaleghosh',b'Delhi',1
23-03-2021 14:49,b'Clearly illustrating that policies are made in Islamabad. \n#sarcasm https://t.co/eFXpL972GJ',b'credulous_says',b'',1
23-03-2021 14:44,b'@bisping No way Mikey B doesn\xe2\x80\x99t break this up! \xf0\x9f\x98\x82  #sarcasm',b'fbartucci44',"b'Toronto, Ontario'",1
23-03-2021 14:38,b'@StormchaserKST @INTurkeyHunter @spann @RyanCFowler I even #sarcasm.  I guess they missed that. Thank you for recognizing.',b'DCBama10',b'',1
23-03-2021 14:35,"b""#HarryMaguire is the top of defenders, who could anyone doubts of it's capacity \xc2\xa380M. #Sarcasm \n@HarryMaguire93 https://t.co/9Gz2iFvVLn""",b'Anquint',b'Worldwide',1
23-03-2021 14:35,b'@GailSimone Make them concussive blast goggles then we can talk. \n\nLaser goggles??? Who does this Gail person think\xe2\x80\xa6 https://t.co/QtVYyUOdDz',b'ThenotfakeDavid',"b'Texas, USA'",1
23-03-2021 14:34,"b'@davidsirota But profits David! You need to think of the PROFITS! #Sarcasm \n\nIn all seriousness, this nonsense of p\xe2\x80\xa6 https://t.co/TVXaS8QQ04'",b'MoveUsLeft',"b'Rochester, New York, USA'",1
23-03-2021 14:34,b'Twitter be so cap. Y\xe2\x80\x99all just make me laugh. #sarcasm',b'730kason',b'Who looking for me?',1
23-03-2021 14:33,"b""Ah, silencing the creator of the franchise.  That'll get people on Lucasfilm's side.  No doubt!  #sarcasm\xe2\x80\xa6 https://t.co/Axk1IJKcbr""",b'HopeJustice1938',"b'New Hampshire, USA'",1
23-03-2021 14:32,"b'@ANI That statement must be #Sarcasm surely.\n""...crediibility can be restored..."" https://t.co/dVlANBcSmh'",b'kcs2010gmailcom',b'Third planet',1
23-03-2021 14:29,"b'People spending their $1400 checks on tattoos. Yeah, way to target people who really need the money, congress. #sarcasm'",b'IMustRideIt',"b'Albuquerque, NM'",1
23-03-2021 14:28,b'Oh YES! \xf0\x9f\x98\x82\xf0\x9f\x92\xaf\n.\nLike this? Link below:\nhttps://t.co/bJaWCPHbYF\n.\n#TwoFatChimps #SarcasmExpert #Funny #Sarcastic\xe2\x80\xa6 https://t.co/A1i6QplGtN',b'twofatchimps',b'',1
23-03-2021 14:21,b'I LOVE having zero @sprint coverage on Pensacola Beach. It\xe2\x80\x99s so awesome not being able to make calls or send messag\xe2\x80\xa6 https://t.co/rOF1OusNov',b'hjr111222',"b'Montana, USA'",1
23-03-2021 14:21,"b""@NickShepley @carasadhbh Haven't you heard? With such an 'amazing' poster campaign, it's a done deal \xf0\x9f\x99\x84\xf0\x9f\xa4\xa3 #sarcasm https://t.co/2gzwZ2xrZ8""",b'depechebambina',b'Scotland',1
